productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extColor,extCardType,extLife,extPower,extSubtypes,extAttribute,extCost,extCounterplus
627674,Starter Deck 25: BLUE Buggy,Starter Deck 25 BLUE Buggy,https://tcgplayer-cdn.tcgplayer.com/product/627674_200w.jpg,68,24284,https://cpt.tcgcsv.com/v527,2025-06-06T04:10:20.23,1,42.5,47.39,100.0,33.7,,Normal,,,,,,,,,,,
627675,Starter Deck 25: BLUE Buggy Display,Starter Deck 25 BLUE Buggy Display,https://tcgplayer-cdn.tcgplayer.com/product/627675_200w.jpg,68,24284,https://cpt.tcgcsv.com/w527,2025-06-06T04:10:20.23,1,349.99,407.49,499.99,133.62,,Normal,,,,,,,,,,,
633944,Buggy (OP09-042),Buggy OP09 042,https://tcgplayer-cdn.tcgplayer.com/product/633944_200w.jpg,68,24284,https://cpt.tcgcsv.com/VB57,2025-06-06T04:10:20.23,1,1.0,1.86,16.14,1.48,,Foil,L,OP09-042,"[Activate: Main] <strong>You may rest 5 of your DON!! cards and trash 1 card from your hand</strong>: Play up to 1 ""Cross Guild"" type Character card from your hand.",Blue,Leader,5,5000,The Four Emperors;Cross Guild,Slash,,
634230,Crocodile & Mihawk,Crocodile and Mihawk,https://tcgplayer-cdn.tcgplayer.com/product/634230_200w.jpg,68,24284,https://cpt.tcgcsv.com/DJ57,2025-06-06T04:10:20.23,1,0.81,1.36,25.0,1.13,,Foil,SR,ST25-003,"[On Play] Draw 2 cards and trash 1 card from your hand. Then, play up to 1 ""Cross Guild"" type Character card with a cost of 4 or less from your hand.
<br>[Once Per Turn] If your ""Cross Guild"" type Character would be removed from the field by your opponent's effect, you may trash 1 card from your hand instead.",Blue,Character,,7000,Former Baroque Works;Cross Guild,Slash;Special,8,
634232,Buggy,Buggy,https://tcgplayer-cdn.tcgplayer.com/product/634232_200w.jpg,68,24284,https://cpt.tcgcsv.com/GJ57,2025-06-06T04:10:20.23,1,0.25,0.99,95.0,0.81,,Foil,SR,ST25-004,"[Activate:Main] <strong>You may trash 1 card from your hand and trash this Character:</strong> If your Leader is [Buggy], play up to 1 ""Cross Guild"" type Character card with a cost of 6 or less from your hand.",Blue,Character,,1000,The Four Emperors;Cross Guild,Slash,4,1000
634289,Alvida (Reprint),Alvida Reprint,https://tcgplayer-cdn.tcgplayer.com/product/634289_200w.jpg,68,24284,https://cpt.tcgcsv.com/PK57,2025-06-06T04:10:20.23,1,0.01,0.15,3.0,0.09,,Normal,UC,OP09-043,"[On K.O.] If your Leader has the ""Cross Guild"" type, play up to 1 Character card with a cost of 5 or less other than [Alvida] from your hand.
<br>
<br><span style=""color:red"">DISCLAIMER: This card is a reprint of the pre-existing card in the OP09 set. The main difference between this card and the original print is the inclusion of ""EN"" on the right side, by the copyright information.</span>",Blue,Character,,6000,Cross Guild,Strike,5,1000
634291,Cabaji (Reprint),Cabaji Reprint,https://tcgplayer-cdn.tcgplayer.com/product/634291_200w.jpg,68,24284,https://cpt.tcgcsv.com/RK57,2025-06-06T04:10:20.23,1,0.01,0.15,3.0,0.07,,Normal,UC,OP09-045,"If you have a [Buggy] or [Mohji] Character, this Character cannot be K.O.'d in battle.
<br>
<br><span style=""color:red"">DISCLAIMER: This card is a reprint of the pre-existing card in the OP09 set. The main difference between this card and the original print is the inclusion of ""EN"" on the right side, by the copyright information.</span>",Blue,Character,,5000,Cross Guild,Slash,5,2000
634296,Buggy (Reprint),Buggy Reprint,https://tcgplayer-cdn.tcgplayer.com/product/634296_200w.jpg,68,24284,https://cpt.tcgcsv.com/XK57,2025-06-06T04:10:20.23,1,0.01,0.15,5.0,0.09,,Normal,R,OP09-051,"[On Play] Place up to 1 of your opponent's Characters at the bottom of the owner's deck. Then, if you do not have 5 Characters with a cost of 5 or more, place this Character at the bottom of the owner's deck.
<br>
<br><span style=""color:red"">DISCLAIMER: This card is a reprint of the pre-existing card in the OP09 set. The main difference between this card and the original print is the inclusion of ""EN"" on the right side, by the copyright information.</span>",Blue,Character,,12000,The Four Emperors;Cross Guild,Slash,10,
634298,Mohji (Reprint),Mohji Reprint,https://tcgplayer-cdn.tcgplayer.com/product/634298_200w.jpg,68,24284,https://cpt.tcgcsv.com/-K57,2025-06-06T04:10:20.23,1,0.01,0.11,3.0,0.07,,Normal,UC,OP09-053,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Richie] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Richie] from your hand.
<br>
<br><span style=""color:red"">DISCLAIMER: This card is a reprint of the pre-existing card in the OP09 set. The main difference between this card and the original print is the inclusion of ""EN"" on the right side, by the copyright information.</span>",Blue,Character,,5000,Cross Guild,Wisdom,5,2000
634300,Richie (Reprint),Richie Reprint,https://tcgplayer-cdn.tcgplayer.com/product/634300_200w.jpg,68,24284,https://cpt.tcgcsv.com/0L57,2025-06-06T04:10:20.23,1,0.01,0.1,3.0,0.03,,Normal,C,OP09-054,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
<br><span style=""color:red"">DISCLAIMER: This card is a reprint of the pre-existing card in the OP09 set. The main difference between this card and the original print is the inclusion of ""EN"" on the right side, by the copyright information.</span>",Blue,Character,,2000,Animal;Cross Guild,Strike,2,1000
